gene_id,expected_LoF,observed_LoF,observed/expected_LoF,gene_LoF,gene_length,obs_lof,exp_lof,oe_lof,mu_lof,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_LoF,posterior_distribution_mean_LoF
ENSG00000127054,11.59616211968957,4.0,0.3449417107758649,CPSF3L,13107,26.0,36.284,0.7165699999999999,2.182e-06,0.524,0.994,0.0008847304585099237,0.16981698169816983,0.7892789278927893,0.43117509906803336
ENSG00000224051,0.4716816006328137,0.0,0.0,GLTPD1,4142,3.0,5.3083,0.56516,2.2641999999999999e-07,0.256,1.427,0.00011387774037489467,0.06560656065606561,1.83998399839984,0.8450259483197726
ENSG00000169962,8.924356983612014,6.0,0.6723173457782927,TAS1R3,3993,34.0,28.932,1.1752,1.4194e-06,0.893,1.563,0.002235000496772355,0.36803680368036806,1.3225322532253225,0.7827779974133176
ENSG00000107404,5.461303222276031,1.0,0.18310647830743298,DVL1,14075,14.0,29.868000000000002,0.46871999999999997,1.5928e-06,0.309,0.733,0.00038801443852760437,0.06500650065006501,0.8676867686768677,0.36581887325701945
ENSG00000162576,3.203876142927574,2.0,0.6242438567467468,MXRA8,9089,13.0,18.29,0.71077,8.412799999999999e-07,0.462,1.13,0.0003525004008062024,0.25022502250225026,1.6903690369036903,0.8654144662637728
ENSG00000175756,2.2393407859905965,2.0,0.8931199808944124,AURKAIP1,1766,6.0,6.0536,0.99115,2.5728000000000004e-07,0.536,1.77,0.0012680298901419007,0.33723372337233726,1.8523852385238524,1.06345957672074
ENSG00000221978,9.839479662248058,1.0,0.10163139051313683,CCNL2,13618,7.0,28.000999999999998,0.24999000000000002,1.7744e-06,0.141,0.47,0.0007225348555036025,0.036203620362036205,0.48204820482048205,0.20326273490205188
ENSG00000242485,3.0214870278441968,3.0,0.9928885917277865,MRPL20,5406,8.0,7.1235,1.123,3.8465000000000005e-07,0.651,1.817,0.0005589136196530145,0.42864286428642867,1.8551855185518553,1.119017171215385
ENSG00000179403,2.244522405818012,1.0,0.4455290788846244,VWA1,8022,5.0,9.8583,0.5071899999999999,5.952700000000001e-07,0.264,1.066,0.00027979586210645876,0.15281528152815282,1.686968696869687,0.7836117021138039
ENSG00000215915,3.108897166895346,3.0,0.9649724127079783,ATAD3C,20470,15.0,19.669,0.76263,9.842e-07,0.509,1.174,0.0001518757775718293,0.41904190419041903,1.845784578457846,1.1024446287607754
ENSG00000160072,2.7751345927884246,2.0,0.7206857660876268,ATAD3B,26086,32.0,29.105,1.0995,1.6394e-06,0.829,1.477,0.0001063840601390947,0.284028402840284,1.774977497749775,0.9501575919207095
ENSG00000197785,3.286676778872225,3.0,0.9127760962942654,ATAD3A,22537,19.0,33.718,0.5635,1.9407e-06,0.392,0.827,0.0001458347064326319,0.4002400240024003,1.8243824382438245,1.068952792257887
ENSG00000160075,3.8512712968244682,0.0,0.0,SSU72,33197,1.0,9.3395,0.10707,4.8028e-07,0.037,0.508,0.00011601263056373975,0.013201320132013201,0.7754775477547755,0.258651365986188
ENSG00000197530,9.378231299898173,1.0,0.10662991432199563,MIB2,15196,19.0,44.986999999999995,0.42233999999999994,2.3672999999999998e-06,0.294,0.62,0.0006171513095484452,0.037803780378037805,0.5058505850585059,0.213259623268021
ENSG00000248333,1.5548434599357128,1.0,0.6431515620494338,CDK11B,19871,12.0,28.679000000000002,0.41841999999999996,1.3862e-06,0.267,0.678,7.824686527782763e-05,0.20402040204020402,1.8273827382738275,0.9465550309164117
ENSG00000008128,1.2604063459284376,4.0,3.1735797054032835,CDK11A,21598,27.0,28.831999999999997,0.93647,1.5546000000000001e-06,0.689,1.291,5.835754912160559e-05,0.8784878487848785,1.966996699669967,1.5434251706448072
ENSG00000008130,5.132473549560637,3.0,0.5845134847810007,NADK,29226,20.0,29.244,0.68389,1.5632e-06,0.48,0.994,0.00017561327412443157,0.26542654265426546,1.4667466746674669,0.766689036270597
ENSG00000078369,6.1258264503394475,0.0,0.0,GNB1,105767,0.0,20.611,0.0,1.2169e-06,0.0,0.145,5.791812616732485e-05,0.008200820082008202,0.4888488848884889,0.1631337462908951
ENSG00000169885,2.1066653580621213,2.0,0.9493676783292052,CALML6,2470,11.0,9.8757,1.1138,4.1878999999999995e-07,0.697,1.757,0.0008529009546810207,0.35263526352635266,1.8671867186718671,1.0922167082819865
ENSG00000178821,0.94918720555216,0.0,0.0,TMEM52,1684,3.0,4.4736,0.6706,1.9164000000000001e-07,0.302,1.614,0.0005636503595915439,0.045604560456045606,1.736973697369737,0.7010556490551054
ENSG00000142609,15.457030147851933,8.0,0.5175638478722746,C1orf222,81881,23.0,41.067,0.56005,2.2894e-06,0.402,0.793,0.00018877432063423667,0.30383038303830384,0.933893389338934,0.5822577783393444
ENSG00000187730,5.847057818668926,1.0,0.17102618633377026,GABRD,11413,1.0,19.387,0.051580999999999995,9.1632e-07,0.017,0.245,0.0005123155891237121,0.06080608060806081,0.8108810881088109,0.3418573630027529
ENSG00000067606,8.89206164545447,1.0,0.11245985912740378,PRKCZ,134926,7.0,32.856,0.21305,1.3997e-06,0.12,0.4,6.590324804303449e-05,0.040004000400040006,0.5334533453345335,0.2249191058502839
ENSG00000162585,1.6072585782046565,0.0,0.0,C1orf86,28257,1.0,6.3179,0.15828,2.7108e-07,0.055,0.751,5.688001480003739e-05,0.030403040304030404,1.510951095109511,0.5383844979365627
ENSG00000157933,7.101831008547836,0.0,0.0,SKI,81425,1.0,24.467,0.040872000000000006,1.2275e-06,0.014,0.194,8.721929393365473e-05,0.007200720072007201,0.42164216421642164,0.1407074163059895
ENSG00000116151,7.23954293638949,5.0,0.6906513358554102,MORN1,70455,20.0,26.049,0.76779,1.2438e-06,0.539,1.116,0.00010275414003817315,0.36063606360636064,1.4347434743474348,0.823299823233521
ENSG00000157916,5.418624103485592,3.0,0.5536460811279039,RER1,13617,3.0,13.465,0.22280999999999998,7.919899999999999e-07,0.1,0.576,0.00039793082936664405,0.2516251625162516,1.4031403140314032,0.7298127514872049
ENSG00000157911,5.419039173805926,1.0,0.1845345582356577,PEX10,9001,8.0,16.785999999999998,0.47658,9.9306e-07,0.279,0.86,0.0006020485694707172,0.06560656065606561,0.8744874487448745,0.3686435799984464
ENSG00000149527,12.872415800324795,6.0,0.46611297312572897,PLCH2,79551,35.0,48.56100000000001,0.72075,2.3611e-06,0.549,0.956,0.00016181337507164956,0.2552255225522552,0.9198919891989199,0.5437931402828428
ENSG00000157881,9.893705581995905,1.0,0.10107436407039971,PANK4,18068,6.0,38.895,0.15425999999999998,1.9079e-06,0.083,0.304,0.0005475816682530387,0.036003600360036005,0.47944794479447944,0.20214869330999127
ENSG00000197921,0.22655758445208435,0.0,0.0,HES5,1501,1.0,3.3881,0.29515,1.4657e-07,0.103,1.344,0.0001509377644584173,0.08100810081008102,1.8753875387538754,0.9247229639908789
ENSG00000157873,3.2551280403243816,0.0,0.0,TNFRSF14,9744,2.0,14.206,0.14078,6.0517e-07,0.057,0.443,0.0003340648645653101,0.015601560156015602,0.9116911691169117,0.3041285907814078
ENSG00000157870,1.1208897837227942,1.0,0.8921483758007992,FAM213B,4979,8.0,9.4111,0.85006,4.0204e-07,0.497,1.517,0.00022512347534099102,0.2506250625062506,1.8817881788178819,1.0574619960016687
ENSG00000142606,18.718106882278715,17.0,0.9082115038083619,MMEL1,42404,41.0,53.369,0.7682399999999999,2.9966000000000002e-06,0.597,0.997,0.00044142314126683133,0.6214621462146215,1.361936193619362,0.9614630358120686
ENSG00000142611,17.08286269640204,0.0,0.0,PRDM16,369454,4.0,48.931999999999995,0.081747,2.4247e-06,0.039,0.187,4.6238131665652665e-05,0.0030003000300030005,0.17521752175217523,0.05843824501595819
ENSG00000130762,7.0252361794200295,4.0,0.5693758754641928,ARHGEF16,26688,24.0,33.148,0.72402,1.6643e-06,0.523,1.018,0.0002632357681137601,0.28022802280228026,1.2955295529552955,0.7091488631673755
ENSG00000162591,13.751397078833572,12.0,0.8726386076415932,MEGF6,121576,65.0,88.009,0.73856,4.804e-06,0.604,0.908,0.00011310947126763153,0.5590559055905591,1.4115411541154115,0.9444694609626226
ENSG00000158109,3.9409982739549743,6.0,1.5224568961758824,TPRG1L,5126,10.0,11.354000000000001,0.88071,5.697600000000001e-07,0.542,1.486,0.0007688252582822814,0.7616761676167617,1.9341934193419343,1.4021012680136709
ENSG00000116213,11.207859442791674,6.0,0.535338619352413,WRAP73,21995,14.0,27.445999999999998,0.5100899999999999,1.25e-06,0.336,0.797,0.0005095639664829131,0.29302930293029306,1.0565056505650565,0.6244969077258455
ENSG00000078900,7.030442216996781,2.0,0.28447712651201434,TP73,83682,3.0,30.269000000000002,0.09911299999999999,1.5597999999999999e-06,0.044,0.256,8.401379289449082e-05,0.11621162116211621,0.8950895089508951,0.426561072066819
ENSG00000162592,14.901886656547076,20.0,1.3421119393102545,CCDC27,19248,40.0,36.336,1.1008,1.9627000000000003e-06,0.854,1.433,0.000774204418981041,0.93989398939894,1.8455845584558457,1.3794774699407646
ENSG00000130764,3.145548068512704,0.0,0.0,LRRC47,16285,2.0,15.467,0.12930999999999998,6.594800000000001e-07,0.052,0.407,0.0001931561601788581,0.016201620162016202,0.9412941294129413,0.31409925763333213
ENSG00000116198,18.424654199512414,11.0,0.597026130362387,CEP104,45134,28.0,51.684,0.54175,2.908e-06,0.4,0.743,0.0004082211680664779,0.37583758375837584,0.9882988298829883,0.6513003886098288
ENSG00000169598,6.186024419755024,6.0,0.9699282758792616,DFFB,28149,10.0,15.71,0.63655,7.5441e-07,0.392,1.08,0.0002197600063858405,0.5264526452645265,1.7527752775277528,1.0877736419867674
ENSG00000198912,4.923533731675092,6.0,1.2186369235980985,C1orf174,11169,7.0,9.3053,0.75226,5.763399999999999e-07,0.427,1.405,0.00044082135658296106,0.6444644464446445,1.8833883388338835,1.2659755020963432
ENSG00000196581,3.8865552657739393,0.0,0.0,AJAP1,137803,0.0,15.540999999999999,0.0,8.693700000000001e-07,0.0,0.192,2.8203705766739034e-05,0.013001300130013002,0.7686768676867687,0.25635566970643503
ENSG00000131697,16.895954763535936,15.0,0.887786467822008,NPHP4,129663,53.0,67.814,0.78155,3.7659e-06,0.626,0.983,0.00013030667779964937,0.594059405940594,1.3663366336633664,0.9466963022651819
ENSG00000069424,2.8647024110985506,2.0,0.6981527966924298,KCNAB2,109728,5.0,27.3,0.18315,1.2488e-06,0.095,0.385,2.6107305437978918e-05,0.27642764276427645,1.7589758975897591,0.9319233900465038
ENSG00000116254,26.635544596747923,3.0,0.1126314496444081,CHD5,78331,9.0,100.2,0.089818,5.1526e-06,0.053,0.157,0.0003400383576967985,0.05120512051205121,0.29102910291029105,0.1501752661923761
ENSG00000116251,0.7382270252507156,0.0,0.0,RPL22,28121,2.0,6.0624,0.3299,2.5351999999999996e-07,0.134,1.036,2.6251805599043972e-05,0.05320532053205321,1.7887788778877889,0.7623787671730091
ENSG00000158286,5.502293246493885,2.0,0.3634848072255,RNF207,15825,23.0,34.184,0.67282,1.8022999999999999e-06,0.483,0.953,0.00034769625570261515,0.1486148614861486,1.1385138513851385,0.5432122511524186
ENSG00000116237,3.7841138396574334,0.0,0.0,ICMT,14780,2.0,13.975999999999999,0.1431,8.013500000000001e-07,0.058,0.45,0.0002560293531567952,0.013401340134013402,0.789078907890789,0.2631295962581739
ENSG00000173673,0.21874650794761927,0.0,0.0,HES3,1387,1.0,3.7199,0.26882,1.5525e-07,0.094,1.246,0.0001577119740069353,0.0816081608160816,1.8763876387638765,0.9273015508981056
ENSG00000158292,4.3207032865754975,4.0,0.9257752117411236,GPR153,13630,11.0,14.082,0.7811600000000001,6.0412e-07,0.491,1.292,0.0003169995074523476,0.4468446844684469,1.7935793579357937,1.0691355308783765
ENSG00000097021,3.3259872380094753,0.0,0.0,ACOT7,130123,3.0,17.851,0.16806,8.428100000000001e-07,0.076,0.434,2.5560333207883888e-05,0.015401540154015403,0.8932893289328934,0.29797779434840016
ENSG00000069812,0.23154687556201317,0.0,0.0,HES2,12253,4.0,4.7824,0.83641,2.1136999999999997e-07,0.406,1.723,1.889715788476399e-05,0.08060806080608061,1.8747874787478749,0.9230768484392204
ENSG00000187017,3.0309592600394772,0.0,0.0,ESPN,36583,18.0,28.578000000000003,0.62985,1.2796e-06,0.434,0.934,8.2851577509758e-05,0.0168016801680168,0.9738973897389739,0.325160187072632
ENSG00000215788,3.432352940973899,3.0,0.8740359897688077,TNFRSF25,5045,8.0,24.148000000000003,0.33129000000000003,1.2217e-06,0.193,0.598,0.0006803474610453715,0.3858385838583859,1.804980498049805,1.0418159123146007
ENSG00000171680,9.418555307836886,4.0,0.42469358296083104,PLEKHG5,53970,18.0,47.22,0.3812,2.4912999999999998e-06,0.262,0.565,0.00017451464346557137,0.20922092209220922,0.9716971697169717,0.5307978368598385
ENSG00000162408,9.263862078394073,3.0,0.3238390181776175,NOL9,33189,9.0,28.629,0.31436,1.4302e-06,0.189,0.549,0.00027912447131260576,0.14741474147414743,0.8368836883688369,0.4317663228738386
ENSG00000173662,6.607940524567396,6.0,0.9079984872280314,TAS1R1,24577,23.0,27.753,0.82875,1.3499000000000002e-06,0.595,1.174,0.00026886684805173114,0.49444944494449444,1.6913691369136914,1.0317532770639393
ENSG00000204859,10.018262202055595,4.0,0.3992708435180765,ZBTB48,9280,12.0,30.213,0.39718000000000003,1.7031999999999998e-06,0.254,0.644,0.0010795541166008186,0.19661966196619662,0.9136913691369137,0.4990618835463838
ENSG00000162413,2.7078152093662102,2.0,0.7386028385844391,KLHL21,23884,12.0,17.247,0.6957899999999999,7.460300000000001e-07,0.445,1.127,0.0001133736061533332,0.29002900290029004,1.7863786378637865,0.9640234583889483
ENSG00000116273,4.254630654181772,0.0,0.0,PHF13,10349,0.0,12.017000000000001,0.0,6.7991e-07,0.0,0.249,0.00041111514679503065,0.012001200120012002,0.7030703070307031,0.23453506860566375
ENSG00000041988,1.2884923568302247,0.0,0.0,THAP3,10721,4.0,6.675,0.59925,2.8302e-07,0.294,1.358,0.00012018397134877573,0.03660366036603661,1.6313631363136314,0.6115214725101205
ENSG00000007923,14.319905603126436,2.0,0.1396657251402093,DNAJC11,67757,4.0,37.463,0.10677,2.2841e-06,0.052,0.244,0.00021134208425884317,0.05700570057005701,0.43964396439643966,0.20949858741166735
ENSG00000171735,26.94883664187026,1.0,0.037107353214880734,CAMTA1,984383,7.0,76.634,0.09134400000000001,4.1263e-06,0.051,0.172,2.7376373466293362e-05,0.013201320132013201,0.17601760176017603,0.07421488612452258
ENSG00000049245,2.648278213578518,1.0,0.3776038313771943,VAMP3,10164,5.0,8.2614,0.60522,5.0066e-07,0.315,1.269,0.0002605547238861194,0.13181318131813183,1.5741574157415743,0.700430311568361
ENSG00000049246,21.175684456849908,15.0,0.7083596296764708,PER3,60858,36.0,56.54,0.63671,2.7958999999999998e-06,0.487,0.841,0.0003479523555958117,0.4738473847384739,1.0907090709070908,0.7555820418245167
ENSG00000049247,0.46827504529125796,2.0,4.270994194781486,UTS2,10430,3.0,6.0521,0.4957,2.5501999999999996e-07,0.225,1.271,4.4896936269535756e-05,0.6310631063106311,1.9567956795679569,1.4243540687950125
ENSG00000049249,3.0286854408601336,2.0,0.6603524991462991,TNFRSF9,21020,3.0,12.794,0.23448000000000002,6.9753e-07,0.106,0.606,0.00014408589157279418,0.26322632263226325,1.7271727172717273,0.8992363250071624
ENSG00000116288,2.0525200259503302,1.0,0.48720596503656205,PARK7,31215,1.0,8.9661,0.11152999999999999,4.6443000000000004e-07,0.039,0.529,6.575428563031653e-05,0.16481648164816481,1.7331733173317332,0.8266072677804952
ENSG00000116285,1.4795403267128155,3.0,2.0276567970710753,ERRFI1,21905,5.0,11.927999999999999,0.4192,7.321600000000001e-07,0.218,0.881,6.75434981379966e-05,0.6552655265526552,1.9481948194819483,1.3998875016663812
ENSG00000162426,6.088755288240664,3.0,0.4927115408618836,SLC45A1,26342,12.0,26.114,0.45953,1.3899e-06,0.293,0.745,0.00023114248304003735,0.22422242224222422,1.2643264326432644,0.6538468832453853
ENSG00000142599,19.55133538027702,0.0,0.0,RERE,465246,3.0,64.749,0.046333,3.7721e-06,0.02,0.12,4.202365067142333e-05,0.0026002600260026003,0.15321532153215323,0.051047456654690015
ENSG00000074800,4.633601665702569,2.0,0.43162967909041233,ENO1,18248,11.0,21.074,0.52198,1.0792e-06,0.328,0.864,0.0002539238089490667,0.17601760176017603,1.3317331733173319,0.6392927144808164
ENSG00000131686,5.001387873556994,3.0,0.5998335013889646,CA6,29226,8.0,15.738,0.5083300000000001,6.695999999999999e-07,0.297,0.917,0.00017112803235328112,0.27222722272227223,1.4963496349634964,0.7845212863906614
ENSG00000197241,4.205175017870287,4.0,0.9512089230535289,SLC2A7,23046,28.0,22.886999999999997,1.2234,1.231e-06,0.905,1.669,0.0001824687589113203,0.45764576457645767,1.8087808780878087,1.0883427176095848
ENSG00000142583,4.950074656463879,4.0,0.8080686206978197,SLC2A5,53372,17.0,21.416,0.79382,9.9116e-07,0.542,1.191,9.274665848129878e-05,0.39443944394439445,1.6937693769376938,0.968641923841134
ENSG00000180758,3.6871634809883815,4.0,1.084844764986596,GPR157,28866,6.0,9.9795,0.60123,4.2998999999999995e-07,0.328,1.186,0.00012773378649582142,0.5114511451145115,1.8653865386538655,1.1760564270073908
ENSG00000049239,8.220975891551769,4.0,0.4865602396560454,H6PD,36563,17.0,27.107,0.6271399999999999,1.4593000000000002e-06,0.428,0.941,0.00022484412907999258,0.23962396239623962,1.1123112311231123,0.6077598882612834
ENSG00000171621,4.615825012732553,0.0,0.0,SPSB1,76653,2.0,10.6,0.18868,7.2329e-07,0.076,0.594,6.0217147570643716e-05,0.011001100110011002,0.6484648464846485,0.21635035863860158
ENSG00000171612,1.5316518834740123,0.0,0.0,SLC25A33,45697,6.0,14.362,0.41778000000000004,6.851600000000001e-07,0.228,0.825,3.351755877790691e-05,0.0318031803180318,1.540954095409541,0.5547633889022376
ENSG00000188807,8.190043756624204,0.0,0.0,TMEM201,26004,3.0,27.076,0.1108,1.437e-06,0.049,0.286,0.0003149532286042226,0.006200620062006201,0.36563656365636565,0.12199933339829254
ENSG00000171608,16.5233657592772,0.0,0.0,PIK3CD,77383,5.0,53.61,0.093265,2.812e-06,0.048,0.196,0.00021352707648032774,0.0030003000300030005,0.18121812181218122,0.06042040241511571
ENSG00000171603,17.684361963881084,1.0,0.05654713480997625,CLSTN1,95501,8.0,46.918,0.17051,2.3498e-06,0.099,0.308,0.00018517462606549757,0.020002000200020003,0.2682268226822682,0.11309438753922622
ENSG00000178585,0.60117695320721,0.0,0.0,CTNNBIP1,62061,3.0,5.5103,0.5444399999999999,4.1946999999999993e-07,0.247,1.383,9.686871839113292e-06,0.05920592059205921,1.816981698169817,0.8042373417551754
ENSG00000162441,2.336244290129103,3.0,1.284112287689836,LZIC,21293,6.0,10.38,0.57804,4.3416e-07,0.315,1.14,0.00010971888837313216,0.5162516251625162,1.910991099109911,1.2487589496687135
ENSG00000173614,2.745240368935111,0.0,0.0,NMNAT1,42074,4.0,10.44,0.38315,4.3896e-07,0.188,0.877,6.524790533191783e-05,0.0186018601860186,1.0637063706370637,0.3558846588921003
ENSG00000162444,1.5767984266168154,0.0,0.0,RBP7,18815,1.0,6.4802,0.15432,2.7483e-07,0.054,0.732,8.380539073169361e-05,0.031003100310031003,1.5231523152315232,0.5449114729344555
ENSG00000130939,21.09801098360104,2.0,0.09479566588312759,UBE4B,148408,5.0,66.97,0.074661,3.5805000000000003e-06,0.038,0.157,0.00014216222160261602,0.03880388038803881,0.2984298429842984,0.14219349882494106
ENSG00000054523,32.56340247663107,5.0,0.15354660814662166,KIF1B,170799,11.0,106.46,0.10332000000000001,6.4673e-06,0.064,0.171,0.00019065335556198263,0.08020802080208021,0.32283228322832286,0.184255929775946
ENSG00000142657,5.787162765849497,1.0,0.17279624583933922,PGD,21553,3.0,26.546,0.11300999999999999,1.2708e-06,0.05,0.292,0.0002685084566347839,0.06140614061406141,0.8192819281928193,0.34537490796097425
ENSG00000175279,1.8938452580150227,2.0,1.0560524897880201,APITD1,22052,8.0,8.075,0.9907100000000001,4.2843999999999994e-07,0.578,1.706,8.588088418352179e-05,0.37943794379437945,1.8873887388738875,1.1384760573437873
ENSG00000251503,1.982860475933405,3.0,1.5129657564977133,APITD1-CORT,22052,8.0,8.075,0.9907100000000001,4.2843999999999994e-07,0.578,1.706,8.991748938569767e-05,0.5696569656965697,1.9295929592959296,1.3134238759253511
ENSG00000160049,4.4009860860795005,2.0,0.4544436089734712,DFFA,16005,8.0,12.435,0.6433300000000001,5.2728e-07,0.377,1.161,0.0002749757004735708,0.18521852185218524,1.38993899389939,0.6699281246612747
ENSG00000142655,6.299532010427027,2.0,0.3174839014532487,PEX14,158471,5.0,20.302,0.24628000000000003,1.0247e-06,0.128,0.518,3.975195468209974e-05,0.12981298129812982,0.9980998099809981,0.475690178478111
ENSG00000130940,18.343773813068573,2.0,0.10902881928118568,CASZ1,160047,4.0,60.297,0.066338,2.9281e-06,0.032,0.152,0.00011461491819945749,0.0446044604460446,0.3432343234323432,0.1635432289217865
ENSG00000175262,6.981123682537055,11.0,1.575677570004378,C1orf127,35567,21.0,29.038,0.7232,1.5966999999999999e-06,0.512,1.041,0.00019628092564841158,0.9434943494349435,1.9405940594059408,1.4881130117948873
ENSG00000120948,6.484475013625929,1.0,0.15421448889828157,TARDBP,13383,1.0,17.225,0.058053999999999994,9.2333e-07,0.02,0.275,0.0004845307489819867,0.05480548054805481,0.7314731473147315,0.3083685750675775
ENSG00000009724,3.566460295642702,4.0,1.1215602217377751,MASP2,20711,24.0,29.462,0.8146100000000001,1.3993e-06,0.589,1.146,0.00017220125998950809,0.5252525252525253,1.875987598759876,1.1966528683101323
ENSG00000116649,4.340863833219646,1.0,0.23036889393931848,SRM,5441,4.0,16.034000000000002,0.24946999999999997,6.8419e-07,0.122,0.571,0.0007978062549567443,0.0818081808180818,1.0843084308430844,0.4577881136729128
ENSG00000171824,20.983777086286405,14.0,0.6671820779658141,EXOSC10,33264,32.0,58.268,0.54919,3.2104000000000002e-06,0.414,0.738,0.0006308254294819146,0.44064406440644066,1.0431043104310431,0.7148372252757008
ENSG00000198793,59.78014085957073,9.0,0.15055166934353437,MTOR,155973,19.0,150.81,0.12599000000000002,9.13e-06,0.087,0.185,0.00038327236675303244,0.09080908090809081,0.26262626262626265,0.16727963260392706
ENSG00000171819,6.45813163085635,10.0,1.548435456505862,ANGPTL7,6641,22.0,17.618,1.2487,8.490999999999999e-07,0.89,1.75,0.0009724637299889098,0.9070907090709072,1.9373937393739376,1.4670968929164816
ENSG00000120942,3.1272861983979756,4.0,1.279064257709797,UBIAD1,22844,4.0,8.9214,0.44836000000000004,4.6053000000000006e-07,0.22,1.026,0.0001368974872350716,0.5798579857985798,1.9073907390739075,1.27105333819775
ENSG00000204624,20.35020099801921,8.0,0.39311651028796624,PTCHD2,58419,24.0,61.566,0.38983,3.1393e-06,0.281,0.548,0.000348349013129619,0.23062306230623064,0.7092709270927093,0.4422560732875495
ENSG00000116661,2.4994904403340508,1.0,0.40008154616760705,FBXO2,7419,8.0,14.474,0.55272,6.2137e-07,0.323,0.997,0.0003369039547559039,0.13881388138813883,1.6177617761776177,0.7298962477541883
ENSG00000132879,5.133387151163435,5.0,0.9740157624516586,FBXO44,8953,11.0,15.991,0.6879,8.393299999999999e-07,0.432,1.139,0.0005733706189169479,0.5012501250125012,1.78977897789779,1.0986896577847205
ENSG00000116663,4.336289969229241,1.0,0.23061188414430372,FBXO6,10231,5.0,12.502,0.39992,6.223e-07,0.208,0.841,0.0004238383314660581,0.0818081808180818,1.0853085308530854,0.45825008212658513
ENSG00000116670,1.6950144931091649,1.0,0.5899654569712264,MAD2L2,17171,4.0,12.759,0.31349,5.5226e-07,0.153,0.717,9.871379029230474e-05,0.19161916191619163,1.8045804580458047,0.911723038646589
ENSG00000162490,4.822683620787132,6.0,1.2441205917257978,DRAXIN,34129,15.0,15.065999999999999,0.9956200000000001,8.8821e-07,0.665,1.527,0.00014130749863128518,0.6554655465546555,1.8901890189018902,1.2803528124688366
